sector,class,sub_class,fuel,year,pm10,pm2_5,co,nox,so2
Industrial (non-combustion),Pulp and paper production,Pulp production,NA,2013,1168.96,876.72,0,1461.2,2922.4
Industrial (non-combustion),Pulp and paper production,Pulp production,NA,2014,1142.78,857.09,0,1428.48,2856.95
Industrial (non-combustion),Pulp and paper production,Pulp production,NA,2015,1157.81,868.36,0,1447.26,2894.52
Industrial (non-combustion),Pulp and paper production,Pulp production,NA,2016,1150.61,862.96,0,1438.27,2876.53
Industrial (non-combustion),Pulp and paper production,Pulp production,NA,2017,1172.15,879.11,0,1465.19,2930.38
Industrial (non-combustion),Pulp and paper production,Pulp production,NA,2018,1144.31,858.24,0,1430.39,2860.78
Industrial (non-combustion),Pulp and paper production,Pulp production,NA,2019,1153.53,865.15,0,1441.91,2883.83
Agriculture,Animal housing,Broilers,NA,2012,178.8,17.88,NA,NA,NA
Agriculture,Animal housing,Broilers,NA,2013,186.27,18.63,NA,NA,NA
Agriculture,Animal housing,Broilers,NA,2014,200.18,20.02,NA,NA,NA
Agriculture,Animal housing,Broilers,NA,2015,216.85,21.69,NA,NA,NA
Agriculture,Animal housing,Broilers,NA,2016,230.24,23.02,NA,NA,NA
Agriculture,Animal housing,Broilers,NA,2017,237.31,23.73,NA,NA,NA
Agriculture,Animal housing,Broilers,NA,2018,243.57,24.36,NA,NA,NA
Agriculture,Animal housing,Broilers,NA,2019,245.35,24.54,NA,NA,NA
Agriculture,Animal housing,Fattening pigs,NA,2012,20.97,0.9,NA,NA,NA
Agriculture,Animal housing,Fattening pigs,NA,2013,20.06,0.86,NA,NA,NA
Agriculture,Animal housing,Fattening pigs,NA,2014,19.05,0.82,NA,NA,NA
Agriculture,Animal housing,Fattening pigs,NA,2015,17.94,0.77,NA,NA,NA
Agriculture,Animal housing,Fattening pigs,NA,2016,18.13,0.78,NA,NA,NA
Agriculture,Animal housing,Fattening pigs,NA,2017,19.24,0.82,NA,NA,NA
Agriculture,Animal housing,Fattening pigs,NA,2018,18.62,0.8,NA,NA,NA
Agriculture,Animal housing,Fattening pigs,NA,2019,16.82,0.72,NA,NA,NA
Agriculture,Animal housing,Laying hens,NA,2012,116.05,8.7,NA,NA,NA
Agriculture,Animal housing,Laying hens,NA,2013,119.59,8.97,NA,NA,NA
Agriculture,Animal housing,Laying hens,NA,2014,124.25,9.32,NA,NA,NA
Agriculture,Animal housing,Laying hens,NA,2015,128.12,9.61,NA,NA,NA
Agriculture,Animal housing,Laying hens,NA,2016,133.94,10.05,NA,NA,NA
Agriculture,Animal housing,Laying hens,NA,2017,134.45,10.08,NA,NA,NA
Agriculture,Animal housing,Laying hens,NA,2018,137.44,10.31,NA,NA,NA
Agriculture,Animal housing,Laying hens,NA,2019,145.56,10.92,NA,NA,NA
Agriculture,Animal housing,Sows,NA,2012,10.91,0.64,NA,NA,NA
Agriculture,Animal housing,Sows,NA,2013,10.44,0.61,NA,NA,NA
Agriculture,Animal housing,Sows,NA,2014,9.91,0.58,NA,NA,NA
Agriculture,Animal housing,Sows,NA,2015,9.33,0.55,NA,NA,NA
Agriculture,Animal housing,Sows,NA,2016,9.43,0.55,NA,NA,NA
Agriculture,Animal housing,Sows,NA,2017,10.01,0.59,NA,NA,NA
Agriculture,Animal housing,Sows,NA,2018,9.69,0.57,NA,NA,NA
Agriculture,Animal housing,Sows,NA,2019,8.75,0.51,NA,NA,NA
Agriculture,Field burning of agricultural residues,Barley,NA,2012,695.54,658.93,8139.02,292.86,61.01
Agriculture,Field burning of agricultural residues,Barley,NA,2013,722.8,684.76,8458.03,304.34,63.4
Agriculture,Field burning of agricultural residues,Barley,NA,2014,616.08,583.66,7209.23,259.4,54.04
Agriculture,Field burning of agricultural residues,Barley,NA,2015,444.36,420.98,5199.82,187.1,38.98
Agriculture,Field burning of agricultural residues,Barley,NA,2016,466.14,441.61,5454.69,196.27,40.89
Agriculture,Field burning of agricultural residues,Barley,NA,2017,433.37,410.56,5071.21,182.47,38.02
Agriculture,Field burning of agricultural residues,Barley,NA,2018,449.32,425.67,5257.79,189.19,39.41
Agriculture,Field burning of agricultural residues,Barley,NA,2019,549.71,520.78,6432.57,231.46,48.22
Agriculture,Field burning of agricultural residues,Oats,NA,2012,57.08,54.08,667.99,24.04,5.01
Agriculture,Field burning of agricultural residues,Oats,NA,2013,97.36,92.24,1139.34,41,8.54
Agriculture,Field burning of agricultural residues,Oats,NA,2014,104.85,99.33,1226.92,44.15,9.2
Agriculture,Field burning of agricultural residues,Oats,NA,2015,58.83,55.74,688.46,24.77,5.16
Agriculture,Field burning of agricultural residues,Oats,NA,2016,118.67,112.42,1388.65,49.97,10.41
Agriculture,Field burning of agricultural residues,Oats,NA,2017,102.09,96.72,1194.62,42.98,8.96
Agriculture,Field burning of agricultural residues,Oats,NA,2018,58.27,55.2,681.8,24.53,5.11
Agriculture,Field burning of agricultural residues,Oats,NA,2019,76.39,72.37,893.95,32.17,6.7
Agriculture,Field burning of agricultural residues,Wheat,NA,2012,1329.2,1259.25,15554.02,559.66,116.6
Agriculture,Field burning of agricultural residues,Wheat,NA,2013,1333.73,1263.54,15607.03,561.57,116.99
Agriculture,Field burning of agricultural residues,Wheat,NA,2014,1077.5,1020.79,12608.59,453.68,94.52
Agriculture,Field burning of agricultural residues,Wheat,NA,2015,721.41,683.44,8441.79,303.75,63.28
Agriculture,Field burning of agricultural residues,Wheat,NA,2016,1009.02,955.91,11807.28,424.85,88.51
Agriculture,Field burning of agricultural residues,Wheat,NA,2017,1011.18,957.96,11832.64,425.76,88.7
Agriculture,Field burning of agricultural residues,Wheat,NA,2018,753.56,713.89,8817.92,317.29,66.1
Agriculture,Field burning of agricultural residues,Wheat,NA,2019,978.9,927.38,11454.89,412.17,85.87
Biomass burning,Controlled burning,Forest land,NA,2012,831.77,614.38,5056.8,217.39,47.26
Biomass burning,Controlled burning,Forest land,NA,2013,599.82,443.05,3646.65,156.77,34.08
Biomass burning,Controlled burning,Forest land,NA,2014,557.67,411.92,3390.39,145.76,31.69
Biomass burning,Controlled burning,Forest land,NA,2015,550.21,406.4,3345,143.8,31.26
Biomass burning,Controlled burning,Forest land,NA,2016,563.38,416.13,3425.07,147.25,32.01
Biomass burning,Controlled burning,Forest land,NA,2017,598.79,442.29,3640.38,156.5,34.02
Biomass burning,Controlled burning,Forest land,NA,2018,602.43,444.98,3662.5,157.45,34.23
Biomass burning,Controlled burning,Forest land,NA,2019,783.82,578.96,4765.3,204.86,44.54
Biomass burning,Controlled burning,Grassland,NA,2012,3011.56,1959.33,23584.5,2177.03,126.99
Biomass burning,Controlled burning,Grassland,NA,2013,3155.51,2052.98,24711.83,2281.09,133.06
Biomass burning,Controlled burning,Grassland,NA,2014,2565.46,1669.1,20090.97,1854.55,108.18
Biomass burning,Controlled burning,Grassland,NA,2015,1699.58,1105.75,13310,1228.62,71.67
Biomass burning,Controlled burning,Grassland,NA,2016,1427.25,928.57,11177.29,1031.75,60.19
Biomass burning,Controlled burning,Grassland,NA,2017,1319.98,858.78,10337.17,954.2,55.66
Biomass burning,Controlled burning,Grassland,NA,2018,1178.34,766.63,9227.96,851.81,49.69
Biomass burning,Controlled burning,Grassland,NA,2019,1156.16,752.2,9054.23,835.78,48.75
Biomass burning,Wildfires,Forest land,NA,2012,1292.52,954.7,7857.94,337.82,73.44
Biomass burning,Wildfires,Forest land,NA,2013,1025.35,757.36,6233.67,267.99,58.26
Biomass burning,Wildfires,Forest land,NA,2014,1398.29,1032.83,8500.95,365.46,79.45
Biomass burning,Wildfires,Forest land,NA,2015,3998.62,2953.53,24309.8,1045.09,227.19
Biomass burning,Wildfires,Forest land,NA,2016,3208.33,2369.79,19505.17,838.54,182.29
Biomass burning,Wildfires,Forest land,NA,2017,1232.49,910.37,7493.01,322.13,70.03
Biomass burning,Wildfires,Forest land,NA,2018,5655.29,4177.2,34381.6,1478.09,321.32
Biomass burning,Wildfires,Forest land,NA,2019,3895.91,2877.66,23685.36,1018.25,221.36
Biomass burning,Wildfires,Grassland,NA,2012,1577.69,1026.45,12355.44,1140.5,66.53
Biomass burning,Wildfires,Grassland,NA,2013,1362.81,886.65,10672.64,985.17,57.47
Biomass burning,Wildfires,Grassland,NA,2014,1261.95,821.03,9882.73,912.25,53.21
Biomass burning,Wildfires,Grassland,NA,2015,1199.71,780.53,9395.31,867.26,50.59
Biomass burning,Wildfires,Grassland,NA,2016,3354.99,2182.77,26274.04,2425.3,141.48
Biomass burning,Wildfires,Grassland,NA,2017,3611.65,2349.75,28284.04,2610.83,152.3
Biomass burning,Wildfires,Grassland,NA,2018,1268.02,824.97,9930.25,916.64,53.47
Biomass burning,Wildfires,Grassland,NA,2019,1820.46,1184.39,14256.58,1315.99,76.77
Waste,Open burning (garden waste),NA,NA,2012,1601.7,1601.7,8408.93,600.64,100.11
Waste,Open burning (garden waste),NA,NA,2013,1601.7,1601.7,8408.93,600.64,100.11
Waste,Open burning (garden waste),NA,NA,2014,1621.31,1621.31,8511.87,607.99,101.33
Waste,Open burning (garden waste),NA,NA,2015,1640.92,1640.92,8614.81,615.34,102.56
Waste,Open burning (garden waste),NA,NA,2016,1660.52,1660.52,8717.75,622.7,103.78
Waste,Open burning (garden waste),NA,NA,2017,1680.13,1680.13,8820.69,630.05,105.01
Waste,Open burning (garden waste),NA,NA,2018,1699.74,1699.74,8923.63,637.4,106.23
Waste,Open burning (garden waste),NA,NA,2019,1699.74,1699.74,8923.63,637.4,106.23
Waste,Waste incineration,NA,NA,2012,0.04,0.02,0.37,4.66,0.25
Waste,Waste incineration,NA,NA,2013,0.04,0.02,0.37,4.66,0.25
Waste,Waste incineration,NA,NA,2015,0.04,0.02,0.37,4.66,0.25
Waste,Waste incineration,NA,NA,2016,0.04,0.02,0.37,4.66,0.25
Waste,Waste incineration,NA,NA,2017,0.04,0.02,0.37,4.66,0.25
Waste,Waste incineration,NA,NA,2018,0.04,0.02,0.37,4.66,0.25
Waste,Waste incineration,NA,NA,2019,0.04,0.02,0.37,4.66,0.25
